0x00000000,globals\cache_file_global_tags
0x00002FE2,levels\multi\guardian\bitmaps\guardian_centerplaform_floor_dif
0x00002FE3,levels\multi\guardian\bitmaps\guardian_centerplaform_floor_bump
0x00002FE4,shaders\shader_templates\_0_2_0_2_2_2_0_0_0_0
0x00002FE7,levels\multi\salvation\bitmaps\panel_floor_hex_dif_int
0x00002FE8,levels\multi\salvation\bitmaps\panel_floor_hex_bump
0x00002FE9,levels\multi\salvation\bitmaps\weathering_smear_detail
0x00002FEA,shaders\shader_templates\_0_2_0_1_2_1_0_0_0_0
0x00002FED,shaders\shader_templates\_0_2_0_1_2_1_5_0_0_0
0x00002FF0,levels\multi\salvation\bitmaps\weathering_streaks_detail
0x00002FF1,levels\multi\salvation\bitmaps\weathering_grime_detail
0x00002FF2,shaders\shader_templates\_7_2_0_1_2_1_0_0_1_0
0x00002FF5,levels\multi\salvation\bitmaps\trim_trim_sm_dif
0x00002FF6,levels\solo\070_waste\bitmaps\waste_panel_wall_inset
0x00002FF7,levels\solo\070_waste\bitmaps\waste_panel_wall_inset_parallax
0x00002FF8,levels\solo\070_waste\bitmaps\waste_panel_wall_inset_bump
0x00002FF9,levels\solo\070_waste\bitmaps\waste_panel_wall_inset_albedo
0x00002FFA,shaders\shader_templates\_8_1_0_1_2_2_0_0_2_0
0x00003000,levels\solo\040_voi\bitmaps\lights\light_volume_a
0x00003002,levels\multi\guardian\bitmaps\guardian_treehanger_side_illum_bump
0x0000300F,levels\shared\decorators\foliage\guardian_fern\guardian_fern
0x00003010,levels\shared\decorators\foliage\fern\bitmaps\fern
0x00003011,levels\shared\decorators\foliage\guardian_hanging_vines\hanging_vines
0x00003012,levels\shared\decorators\bitmaps\hanging_vine
0x00003013,levels\shared\decorators\creeper_vine\creeper_vine
0x00003014,levels\shared\decorators\bitmaps\creeper_vine_green
0x00003015,levels\shared\decorators\hanging_vines\hanging_vines
0x00003016,levels\multi\guardian\sky\sky
0x00003017,levels\multi\guardian\sky\sky
0x00003018,levels\multi\guardian\sky\shaders\skydome_dark
0x00003019,levels\multi\guardian\sky\shaders\guardian_sky_tree_branches
0x0000301A,levels\multi\guardian\sky\shaders\sky_guardian_treebark_a
0x0000301B,levels\multi\guardian\sky\shaders\guardian_sky_tree_strip
0x0000301C,levels\multi\guardian\sky\shaders\guardian_canopy
0x0000301D,levels\multi\guardian\sky\shaders\fog_plane
0x0000301E,shaders\shader_templates\_2_0_0_0_0_0_0_0_0_0
0x00003021,levels\multi\guardian\sky\bitmaps\guardian_sky_tree_branches
0x00003022,levels\multi\guardian\sky\bitmaps\guardian_sky_tree_a
0x00003023,levels\multi\guardian\sky\bitmaps\guardian_sky_tree_strip
0x00003024,levels\multi\guardian\sky\bitmaps\guardian_canopy_leaves
0x00003025,levels\multi\guardian\sky\bitmaps\guardian_canopy_mask
0x00003026,shaders\shader_templates\_9_0_0_0_0_0_0_3_0_0
0x00003029,levels\multi\guardian\sky\bitmaps\fog_plane_mask
0x0000302A,levels\multi\guardian\sky\bitmaps\fog_plane_height
0x0000302B,shaders\shader_templates\_0_0_0_0_0_0_0_3_1_0
0x0000302E,objects\multi\models\mp_spawn_point\mp_spawn_point
0x0000302F,objects\multi\models\mp_spawn_point\mp_spawn_point
0x00003030,objects\multi\models\mp_spawn_point\mp_spawn_point
0x00003031,objects\multi\models\mp_spawn_point\mp_spawn_point
0x00003032,objects\multi\shaders\spawn_point_disc_pointer
0x00003033,objects\multi\shaders\spawn_point_disc
0x00003034,objects\multi\shaders\spawn_point_plasma2
0x00003035,objects\multi\bitmaps\spawn_point_disc
0x00003036,objects\levels\multi\salvation\bitmaps\plasma_noise_horiz
0x00003037,objects\levels\multi\salvation\bitmaps\plasma_noise_horiz_cust
0x00003038,objects\levels\multi\salvation\bitmaps\plasma_sm_red_mask
0x00003039,shaders\halogram_templates\_0_3_1_0_0_0_1
0x0000303C,objects\multi\shaders\multiplayer_object_plasma
0x0000303D,objects\powerups\active_camouflage\bitmaps\powerup_noise_1
0x0000303E,objects\powerups\active_camouflage\bitmaps\powerup_noise_2
0x00003040,objects\halograms\070lc_waypoint_reveal\main_halogram\main_halogram
0x00003047,objects\halograms\070lc_waypoint_reveal\main_halogram\bitmaps\galaxy_top
0x0000304B,objects\halograms\070lc_waypoint_reveal\main_halogram\bitmaps\galaxy_middle
0x0000304F,objects\halograms\070lc_waypoint_reveal\main_halogram\bitmaps\galaxy_bottom
0x00003052,objects\halograms\070lc_waypoint_reveal\halogram_control_secondary\halogram_control_secondary
0x0000305A,objects\halograms\070lc_waypoint_reveal\waypoint\waypoint
0x00003071,objects\halograms\100lb_miranda\bitmaps\halo_alpha_outer_detail
0x00003077,objects\halograms\100lb_miranda\bitmaps\halo_alpha_infrastructure
0x00003078,objects\halograms\bitmaps\forerunner_text
0x00003082,objects\halograms\130lb_earth\bitmaps\grad
0x00003087,objects\halograms\130lb_earth\bridge_halogram\bridge_halogram
0x0000308B,objects\halograms\160lc_shadow_of_intent\bridge_halogram\bitmaps\bridge_halogram_base
0x0000308D,objects\weapons\turret\plasma_cannon\fx\tripod_light_volume
0x0000308E,objects\weapons\turret\plasma_cannon\damage_effects\plasma_cannon_detach_gun
0x000030A2,objects\vehicles\shade\shade
0x000030A4,objects\vehicles\shade\fx\running\antigrav_lift
0x000030A5,fx\scenery_fx\destruction\emp_drain_small\emp_drain_small
0x000030BC,objects\vehicles\shade\shade
0x000030BD,objects\vehicles\shade\shade
0x000030BE,objects\vehicles\shade\shade
0x000030BF,objects\vehicles\shade\shade
0x000030C7,objects\vehicles\shade\garbage\ring\ring
0x000030CC,objects\vehicles\banshee\bitmaps\banshee_detail
0x000030CD,objects\vehicles\shade\bitmaps\shade_bump
0x000030CE,objects\vehicles\shade\bitmaps\shade_illum
0x000030D5,objects\vehicles\shade\garbage\gun\gun
0x000030DA,objects\vehicles\shade\bitmaps\blown_open_shade
0x000030DC,objects\vehicles\ghost\bitmaps\blown_open_illum
0x000030E3,objects\vehicles\shade\garbage\door\door
0x000030E9,objects\vehicles\ghost\bitmaps\torn_up_bump
0x000030F8,fx\material_effects\objects\vehicles\mongoose
0x000030F9,objects\vehicles\mongoose\fx\running\headlights
0x000030FA,sound\vehicles\mongoose\mongoose_engine\mongoose_engine2_left\mongoose_engine2_left
0x000030FB,sound\vehicles\mongoose\mongoose_engine\mongoose_engine2_right\mongoose_engine2_right
0x000030FC,objects\vehicles\mongoose\fx\running\tail_lights
0x000030FD,objects\vehicles\mongoose\fx\running\headlights
0x000030FE,sound\vehicles\mongoose\mongoose_engine_lod\mongoose_engine_lod
0x000030FF,objects\vehicles\mongoose\weapon\mongoose_horn
0x00003100,camera\mongoose_d_camera
0x00003102,camera\mongoose_p_camera
0x00003111,objects\vehicles\mongoose\mongoose
0x00003112,objects\vehicles\mongoose\mongoose
0x00003113,objects\vehicles\mongoose\mongoose
0x00003166,objects\vehicles\mongoose\bitmaps\wheels_bump
0x00003167,objects\vehicles\mongoose\bitmaps\wheels_alpha
0x00003168,objects\vehicles\mongoose\bitmaps\wheels_height
0x0000316E,objects\vehicles\mongoose\bitmaps\mongoose_bump
0x0000317E,objects\equipment\gravlift_equipment\gravlift_equipment
0x0000317F,objects\equipment\gravlift\gravlift
0x00003180,ui\chud\e_gravlift
0x00003181,objects\equipment\gravlift\gravlift
0x00003182,objects\equipment\gravlift\fx\gravlift
0x00003183,sound\weapons\equipment\gravlift\gravlift_loop\gravlift_loop
0x00003184,sound\weapons\equipment\gravlift\gravlift_up\gravlift_up
0x00003185,objects\equipment\gravlift\fx\gravlift_water
0x00003191,objects\equipment\gravlift\gravlift
0x00003192,objects\equipment\gravlift\gravlift
0x00003193,objects\equipment\gravlift\gravlift
0x00003194,objects\equipment\gravlift\gravlift
0x0000319A,objects\equipment\bitmaps\gravlift_bump
0x0000319B,objects\equipment\bitmaps\gravlift_illum
0x0000319C,objects\equipment\gravlift_equipment\gravlift_equipment
0x0000319D,objects\equipment\gravlift_equipment\gravlift_equipment
0x0000319E,objects\equipment\gravlift_equipment\gravlift_equipment
0x0000319F,objects\multi\powerups\powerup_blue\powerup_blue
0x000031A0,objects\multi\powerups\fx\core
0x000031A2,fx\particles\flare\_bitmaps\ring
0x000031A3,objects\multi\powerups\powerup_blue\powerup_blue
0x000031A4,objects\multi\powerups\powerup_blue\powerup_blue
0x000031A5,objects\multi\powerups\powerup_blue\powerup_blue
0x000031A6,objects\multi\powerups\shaders\powerup_plasma
0x000031A7,objects\multi\powerups\shaders\emitters
0x000031A8,objects\multi\powerups\bitmaps\field_mask
0x000031A9,objects\multi\powerups\bitmaps\emitters_bump
0x000031AA,objects\multi\powerups\bitmaps\emitters_diffuse
0x000031AB,objects\multi\powerups\bitmaps\emitters_illum
0x000031AC,objects\multi\powerups\powerup_red\powerup_red
0x000031AD,sound\weapons\equipment\invincibility\invincibility_loop\invincibility_loop
0x000031AE,objects\multi\powerups\fx\core_red
0x000031AF,sound\game_sfx\multiplayer\pickup_invis
0x000031B2,objects\multi\powerups\powerup_red\powerup_red
0x000031B3,objects\multi\powerups\powerup_red\powerup_red
0x000031B4,objects\multi\powerups\powerup_red\powerup_red
0x000031B6,objects\multi\powerups\powerup_yellow\powerup_yellow
0x000031B7,objects\multi\powerups\fx\core_yellow
0x000031B9,objects\multi\powerups\powerup_yellow\powerup_yellow
0x000031BA,objects\multi\powerups\powerup_yellow\powerup_yellow
0x000031BB,objects\multi\powerups\powerup_yellow\powerup_yellow
0x000031BE,fx\material_effects\objects\weapons\flamethrower
0x000031BF,objects\weapons\turret\flamethrower\fx\pilot_light
0x000031C0,sound\weapons\flamethrower\fire\fire
0x000031C1,sound\weapons\flamethrower\pilot_light\pilot_light
0x000031C2,objects\weapons\turret\flamethrower\fx\firing
0x000031C3,sound\weapons\flamethrower\overheat\overheat
0x000031C4,objects\weapons\turret\flamethrower\fx\overheated
0x000031C6,objects\weapons\turret\flamethrower\projectiles\flamethrower_stream
0x000031C7,objects\weapons\turret\flamethrower\fx\firing
0x000031DE,objects\weapons\turret\flamethrower\flamethrower_weapon\flamethrower_weapon
0x000031DF,objects\weapons\turret\flamethrower\flamethrower_weapon\flamethrower_weapon
0x000031E0,objects\weapons\turret\flamethrower\flamethrower_weapon\flamethrower_weapon
0x000031E5,objects\weapons\turret\flamethrower\bitmaps\flamethrower_bump
0x000031E7,objects\weapons\lod\shaders\lod_flamethrower
0x000031E8,objects\weapons\lod\bitmaps\lod_flamethrower
0x000031FB,objects\characters\dervish\fp\weapons\melee\fp_gravity_hammer\fp_gravity_hammer
0x00003213,objects\weapons\melee\gravity_hammer\gravity_hammer
0x00003214,objects\weapons\melee\gravity_hammer\gravity_hammer
0x00003216,objects\weapons\lod\shaders\lod_hammer
0x00003217,objects\weapons\lod\bitmaps\lod_hammer
0x0000321E,fx\null_object\shaders\invisible
0x0000321F,shaders\shader_templates\_2_0_0_0_0_0_0_3_0_0
0x00003225,fx\material_effects\objects\weapons\sentinel_beam
0x00003226,sound\characters\sentinel\sentinel_gun\sentinel_gun
0x00003227,sound\characters\sentinel\sentinel_beam_overheat\sentinel_beam_overheat
0x00003228,objects\weapons\support_low\sentinel_gun\fx\overheated
0x0000322A,objects\characters\masterchief\fp\weapons\support_low\fp_sentinel_beam\fp_sentinel_beam
0x0000322B,objects\characters\dervish\fp\weapons\support_low\fp_sentinel_beam\fp_sentinel_beam
0x0000322D,objects\weapons\support_low\sentinel_gun\projectiles\sentinel_gun_beam
0x0000322E,objects\weapons\support_low\sentinel_gun\fx\firing
0x00003237,objects\weapons\support_low\sentinel_gun\bitmaps\sentinel_beam_bump
0x00003247,objects\weapons\support_low\sentinel_gun\sentinel_gun
0x00003248,objects\weapons\support_low\sentinel_gun\sentinel_gun
0x0000324A,objects\weapons\lod\shaders\lod_sentinel_gun
0x0000324B,objects\weapons\lod\bitmaps\lod_sentinel
0x00003334,objects\gear\covenant\military\shaders\cov_battery_shiny
0x00003335,objects\gear\covenant\military\shaders\cov_battery_dull
0x00003336,objects\vehicles\wraith\shaders\wraith_blown_open_metal
0x00003337,objects\gear\covenant\military\bitmaps\cov_battery
0x00003338,objects\gear\covenant\military\bitmaps\cov_battery_bump
0x00003339,objects\vehicles\wraith\bitmaps\wraith_blown_open
0x0000333A,objects\vehicles\wraith\bitmaps\wraith_blown_open_bump
0x0000333B,objects\vehicles\wraith\bitmaps\wraith_blown_open_illum
0x0000333C,objects\vehicles\wraith\bitmaps\warith_blown_open_height
0x0000333D,shaders\shader_templates\_0_2_0_1_1_2_2_0_1_0
0x00003382,fx\particles\energy\_bitmaps\spark_long_no_mip
0x00003383,objects\gear\human\military\shaders\generator_turbine
0x00003384,objects\gear\human\military\bitmaps\turbine
0x00003385,objects\gear\human\military\bitmaps\turbine_bump
0x00003389,objects\gear\covenant\military\cov_sword_holder\cov_sword_holder
0x0000338A,objects\gear\covenant\military\crate_space_small\crate_space_small
0x0000338B,objects\gear\covenant\military\crate_space_small\crate_space_small
0x0000338F,objects\gear\covenant\military\bitmaps\holo_generator_detail
0x00003390,objects\gear\covenant\military\bitmaps\holo_generator_bump
0x00003393,objects\weapons\turret\plasma_cannon\bitmaps\plasma_cannon_antigrav
0x00003396,objects\equipment\gravlift_permanent\gravlift_permanent
0x0000339E,objects\multi\teleporter_sender\teleporter_sender
0x0000339F,objects\multi\teleporter_sender\teleporter_sender
0x000033A0,objects\multi\teleporter_sender\teleporter_sender
0x000033A1,objects\multi\shaders\2way_teleporter
0x000033A2,objects\multi\shaders\green_plasma_sender
0x000033A3,objects\multi\shaders\indicator_illum
0x000033A4,objects\multi\bitmaps\2way_teleporter_bump
0x000033A5,objects\multi\bitmaps\2way_teleporter
0x000033A6,levels\reference\material_samples\sample_objects\bitmaps\building\brushed_aluminum_bump
0x000033A7,objects\multi\bitmaps\2way_teleporter_illum
0x000033A8,shaders\shader_templates\_0_2_0_1_2_2_7_0_0_0
0x000033AB,objects\multi\bitmaps\teleporter_plasma_mask
0x000033AC,objects\multi\teleporter_reciever\teleporter_reciever
0x000033AD,objects\multi\teleporter_reciever\teleporter_reciever
0x000033AE,objects\multi\teleporter_reciever\teleporter_reciever
0x000033AF,objects\multi\teleporter_reciever\teleporter_reciever
0x000033B3,objects\multi\models\mp_flag_base\mp_flag_base
0x000033B4,objects\multi\models\mp_flag_base\mp_flag_base
0x000033B5,objects\multi\models\mp_flag_base\mp_flag_base
0x000033B6,objects\multi\models\shaders\multiplayer_flag_return
0x000033B7,objects\multi\models\bitmaps\multiplayer_flag_return
0x000033B8,levels\reference\material_samples\sample_objects\bitmaps\human\human_metal_armor_bump
0x000033B9,objects\multi\models\bitmaps\multiplayer_flag_return_bump
0x000033BA,objects\multi\models\bitmaps\multiplayer_flag_return_illum
0x000033BC,objects\multi\models\mp_circle\mp_circle
0x000033BD,objects\multi\models\mp_circle\mp_circle
0x000033BE,objects\multi\models\mp_circle\mp_circle
0x000033BF,objects\multi\models\shaders\multiplayer_return_plate
0x000033C0,objects\multi\models\bitmaps\multiplayer_return_plate
0x000033C1,objects\multi\models\bitmaps\multiplayer_return_plate_bump
0x000033C2,objects\multi\models\bitmaps\multiplayer_return_plate_illum
0x000033CB,levels\multi\guardian\decals\vine_roots_bump
0x000033CD,levels\multi\guardian\decals\forest_floor_blender_bump
0x000033D3,objects\levels\multi\guardian\holy_light_guardian\holy_light_guardian
0x000033D4,objects\levels\multi\guardian\holy_light_guardian\holy_light_guardian
0x000033D5,objects\levels\multi\guardian\shaders\guardian_orange_lift
0x000033D6,objects\levels\multi\salvation\bitmaps\plasma_noise_vert
0x000033D7,objects\levels\multi\salvation\bitmaps\plasma_large_red_mask
0x000033D8,shaders\shader_templates\_2_0_0_0_4_0_3_1_0_0
0x000033E2,objects\levels\multi\guardian\man_cannon_guardian_iii\man_cannon_guardian_iii
0x000033E3,objects\levels\multi\guardian\man_cannon_guardian_iii\man_cannon_guardian_iii
0x000033E4,objects\levels\multi\guardian\man_cannon_guardian_iii\man_cannon_guardian_iii
0x000033E5,objects\levels\multi\guardian\shaders\guardian_jumppad_plasma
0x000033E7,objects\levels\multi\guardian\man_cannon_guardian_ii\man_cannon_guardian_ii
0x000033E8,objects\levels\multi\guardian\man_cannon_guardian_ii\man_cannon_guardian_ii
0x000033E9,objects\levels\multi\guardian\man_cannon_guardian_ii\man_cannon_guardian_ii
0x000033EA,objects\multi\shaders\multiplayer_object_plasma_opaque
0x000033F2,objects\levels\multi\guardian\minilift\minilift
0x000033F3,objects\levels\multi\guardian\minilift\minilift
0x000033F4,objects\levels\multi\guardian\shaders\guardian_minilift_plasma
0x000033F5,levels\multi\guardian\shaders\guardian_mini_trim
0x000033F6,levels\shared\shaders\multi\mp_metal
0x000033F7,levels\multi\guardian\bitmaps\guardian_mini_trim_diff
0x000033F8,levels\multi\guardian\bitmaps\guardian_mini_trim_bump
0x000033F9,levels\shared\bitmaps\multi\metal_greytech
0x000033FF,objects\levels\multi\salvation\jittery_holo\jittery_holo
0x00003400,objects\levels\multi\salvation\jittery_holo\jittery_holo
0x00003403,objects\levels\multi\salvation\bitmaps\holo_static_horiz
0x00003408,objects\levels\multi\salvation\jittery_holo_01\jittery_holo_01
0x00003409,objects\levels\multi\salvation\jittery_holo_01\jittery_holo_01
0x0000340D,objects\levels\multi\salvation\jittery_holo_02\jittery_holo_02
0x0000340E,objects\levels\multi\salvation\jittery_holo_02\jittery_holo_02
0x00003411,objects\levels\multi\salvation\jittery_holo_03\jittery_holo_03
0x00003412,objects\levels\multi\salvation\jittery_holo_03\jittery_holo_03
0x00003414,objects\levels\multi\salvation\jittery_holo_04\jittery_holo_04
0x00003415,objects\levels\multi\salvation\jittery_holo_04\jittery_holo_04
0x00003417,objects\levels\multi\salvation\jittery_holo_05\jittery_holo_05
0x00003418,objects\levels\multi\salvation\jittery_holo_05\jittery_holo_05
0x0000341A,objects\gear\forerunner\power_core_for_stable\power_core_for_stable
0x0000341B,objects\gear\forerunner\power_core_for_stable\power_core_for_stable
0x0000341C,objects\gear\forerunner\power_core_for_stable\power_core_for_stable
0x00003426,levels\solo\010_jungle\shaders\foliage\foliage_plate_2
0x00003427,levels\solo\010_jungle\shaders\foliage\foliage_plate_1
0x00003428,levels\solo\010_jungle\bitmaps\foliage\foliage_plate_2
0x00003429,shaders\shader_templates\_0_0_1_0_0_0_0_0_0_2
0x0000342C,levels\solo\010_jungle\bitmaps\foliage\foliage_plate_1
0x00003475,objects\levels\multi\guardian\shaders\glowbug
0x00003476,objects\levels\multi\guardian\glowbug\bitmaps\glowbuganimation
0x00003477,objects\levels\multi\guardian\glowbug\bitmaps\glowbug_illume
0x00003478,shaders\shader_templates\_0_0_0_1_2_2_1_3_0_0
0x00003480,objects\levels\multi\guardian\shaders\glowfly
0x00003481,objects\levels\multi\guardian\glowfly\bitmaps\glowfly
0x00003482,objects\levels\multi\guardian\glowfly\bitmaps\glowfly_illume
0x00003483,objects\characters\bugger\bitmaps\carapace_detail_diff
0x00003484,levels\solo\100_citadel\sky\bitmaps\clouds_high_detail_1
0x00003485,levels\multi\guardian\guardian_faux_lightmap
0x00003486,levels\multi\guardian\guardian_lightmap_guardian_16f_lp_array_dxt5
0x00003487,levels\multi\guardian\guardian_lightmap_guardian_16f_lp_array_intensity_dxt5
0x0000348B,levels\multi\riverworld\riverworld_riverworld_cubemaps
0x0000348C,levels\multi\riverworld\wind_riverworld
0x0000348D,levels\multi\riverworld\sky\riverworld
0x0000348E,objects\gear\human\military\resupply_capsule_fired\resupply_capsule_fired
